Pattern_Generating_Match,Pattern_matched,Piece_Title,Part,First_Note_Measure_Number,Last_Note_Measure_Number,Note_Durations,EMA,EMA_url
"[-3, 2, -2, -2]","[-3, 4, -2, -2]",Missa Confitemini  Kyrie,Contratenor,14,15,"[1.0, 1.0, 2.0, 2.0, 4.0]","14-15/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/14-15/2/@3.0-end,@start-2.0"
"[-3, 2, -2, -2]","[-3, 4, -2, -2]",Missa Confitemini  Kyrie,Contratenor,23,25,"[3.0, 1.0, 2.0, 4.0, 1.0]","23-25/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/23-25/2/@4.0-end,@start-end,@start-1.0"
"[-3, 2, -2, -2]","[-2, 2, -2, -2]",Missa Confitemini  Kyrie,Tenor,5,6,"[4.0, 2.0, 3.0, 1.0, 2.0]","5-6/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/5-6/3/@2.0-end,@start-3.0"
"[-3, 2, -2, -2]","[-2, 2, -2, -2]",Missa Confitemini  Kyrie,Tenor,16,17,"[4.0, 2.0, 1.0, 1.0, 1.0]","16-17/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/16-17/3/@2.0-end,@start-2.0"
"[-3, 2, -2, -2]","[-2, 1, -2, -2]",Missa Confitemini  Kyrie,Tenor,27,27,"[1.0, 1.0, 1.0, 0.5, 0.5]","27-27/3/@3.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/27-27/3/@3.0-end,@start-4.75"
"[2, -2, -2, 2]","[3, -2, -2, 2]",Missa Confitemini  Kyrie,Superius,5,6,"[4.0, 2.0, 2.0, 2.0, 4.0]","5-6/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/5-6/1/@2.0-end,@start-3.0"
"[2, -2, -2, 2]","[2, -2, -3, 2]",Missa Confitemini  Kyrie,Superius,24,25,"[2.0, 2.0, 2.0, 3.0, 1.0]","24-25/1/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/1/@2.0-end,@start-2.5"
"[2, -2, -2, 2]","[2, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,8,9,"[2.0, 2.0, 2.0, 2.0, 4.0]","8-9/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/8-9/2/@3.0-end,@start-3.0"
"[2, -2, -2, 2]","[1, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,13,14,"[4.0, 2.0, 1.0, 1.0, 1.0]","13-14/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/13-14/2/@2.0-end,@start-2.0"
"[2, -2, -2, 2]","[4, -2, -2, 2]",Missa Confitemini  Kyrie,Contratenor,21,23,"[2.0, 4.0, 4.0, 3.0, 1.0]","21-23/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/21-23/2/@4.0-end,@start-end,@start-2.5"
"[2, -2, -2, 2]","[2, -2, -3, 2]",Missa Confitemini  Kyrie,Contratenor,25,26,"[1.0, 2.0, 2.0, 2.0, 4.0]","25-26/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/25-26/2/@2.5-end,@start-2.0"
"[2, -2, -2, 2]","[2, -2, -2, 1]",Missa Confitemini  Kyrie,Tenor,26,27,"[2.0, 4.0, 1.0, 1.0, 1.0]","26-27/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/26-27/3/@4.0-end,@start-4.0"
"[2, -2, -2, 2]","[1, -2, -2, 2]",Missa Confitemini  Kyrie,Tenor,27,28,"[1.0, 1.0, 0.5, 0.5, 2.0]","27-28/3/@3.5-end,@start-7.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/27-28/3/@3.5-end,@start-7.0"
"[-2, -2, 2, 1]","[-2, -2, 2, 2]",Missa Confitemini  Kyrie,Superius,4,5,"[1.0, 1.0, 3.0, 1.0, 2.0]","4-5/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/4-5/1/@2.0-end,@start-1.0"
"[-2, -2, 2, 1]","[-2, -3, 2, 2]",Missa Confitemini  Kyrie,Superius,24,25,"[2.0, 2.0, 3.0, 1.0, 1.0]","24-25/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FCRIM_Mass_0001_1.mei/24-25/1/@3.0-end,@start-3.0"
